Latitude (decimal degrees):	53.367
Longitude (decimal degrees):	7.206
Elevation (m):	7
Radiation database:	PVGIS-SARAH3


Slope: 23 deg. 
Azimuth: -10 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230220:1711,0.0,0.0,0.0,9.73,7.17,0.0
20230220:1811,0.0,0.0,0.0,9.69,7.03,0.0
20230220:1911,0.0,0.0,0.0,9.67,6.76,0.0
20230220:2011,0.0,0.0,0.0,9.78,6.69,0.0
20230220:2111,0.0,0.0,0.0,9.93,6.55,0.0
20230220:2211,0.0,0.0,0.0,9.94,6.48,0.0
20230220:2311,0.0,0.0,0.0,9.83,6.34,0.0
20230221:0011,0.0,0.0,0.0,9.75,6.28,0.0
20230221:0111,0.0,0.0,0.0,9.67,6.14,0.0
20230221:0211,0.0,0.0,0.0,9.58,5.86,0.0
20230221:0311,0.0,0.0,0.0,9.44,5.52,0.0
20230221:0411,0.0,0.0,0.0,9.3,5.24,0.0
20230221:0511,0.0,0.0,0.0,9.13,4.9,0.0
20230221:0611,0.0,0.0,0.0,8.93,4.55,0.0
20230221:0711,0.44,6.78,3.86,8.71,4.55,0.0
20230221:0811,72.59,100.71,11.62,8.77,4.34,0.0
20230221:0911,84.36,114.13,18.16,9.16,4.55,0.0
20230221:1011,66.6,93.89,22.99,9.62,4.76,0.0
20230221:1111,62.3,89.05,25.66,10.11,4.34,0.0
20230221:1211,35.59,57.11,25.83,10.64,4.21,0.0
20230221:1311,94.26,126.73,23.51,11.28,4.14,0.0
20230221:1411,68.41,96.72,18.95,11.25,3.45,0.0
20230221:1511,63.39,91.24,12.62,11.09,3.38,0.0
20230221:1611,10.98,25.36,5.01,10.61,2.69,0.0
20230221:1711,0.0,0.0,0.0,9.94,2.34,0.0
20230221:1811,0.0,0.0,0.0,9.59,2.0,0.0
20230221:1911,0.0,0.0,0.0,9.05,2.34,0.0
20230221:2011,0.0,0.0,0.0,8.66,1.79,0.0
20230221:2111,0.0,0.0,0.0,8.11,1.38,0.0
20230221:2211,0.0,0.0,0.0,7.58,1.31,0.0
20230221:2311,0.0,0.0,0.0,7.04,1.52,0.0
20230222:0011,0.0,0.0,0.0,6.85,1.66,0.0
20230222:0111,0.0,0.0,0.0,6.7,1.79,0.0
20230222:0211,0.0,0.0,0.0,6.68,1.86,0.0
20230222:0311,0.0,0.0,0.0,6.85,1.86,0.0
20230222:0411,0.0,0.0,0.0,6.78,1.86,0.0
20230222:0511,0.0,0.0,0.0,6.83,1.93,0.0
20230222:0611,0.0,0.0,0.0,6.77,2.14,0.0
20230222:0711,0.08,5.81,4.18,6.49,2.0,0.0
20230222:0811,11.48,25.17,11.95,6.84,2.76,0.0
20230222:0911,172.64,212.2,18.5,7.39,2.76,0.0
20230222:1011,176.47,217.33,23.35,8.21,3.03,0.0
20230222:1111,115.48,150.03,26.02,9.3,3.24,0.0
20230222:1211,220.07,268.75,26.19,10.28,2.97,0.0
20230222:1311,92.56,124.77,23.85,10.82,2.62,0.0
20230222:1411,181.1,226.16,19.28,10.93,2.21,0.0
20230222:1511,79.57,110.65,12.93,10.73,2.07,0.0
20230222:1611,4.96,15.49,5.3,9.97,1.86,0.0
20230222:1711,0.0,0.0,0.0,9.31,2.0,0.0
20230222:1811,0.0,0.0,0.0,8.63,2.21,0.0
20230222:1911,0.0,0.0,0.0,8.77,2.0,0.0
20230222:2011,0.0,0.0,0.0,8.4,2.0,0.0
20230222:2111,0.0,0.0,0.0,8.13,2.0,0.0
20230222:2211,0.0,0.0,0.0,7.74,1.86,0.0
20230222:2311,0.0,0.0,0.0,7.32,1.72,0.0
20230223:0011,0.0,0.0,0.0,7.14,1.59,0.0
20230223:0111,0.0,0.0,0.0,7.03,1.72,0.0
20230223:0211,0.0,0.0,0.0,7.06,2.0,0.0
20230223:0311,0.0,0.0,0.0,6.96,2.28,0.0
20230223:0411,0.0,0.0,0.0,6.8,2.21,0.0
20230223:0511,0.0,0.0,0.0,6.63,2.14,0.0
20230223:0611,0.0,0.0,0.0,6.47,2.07,0.0
20230223:0711,3.91,13.55,4.5,6.66,2.07,0.0
20230223:0811,8.81,21.29,12.28,6.85,3.31,0.0
20230223:0911,83.0,111.77,18.85,7.14,3.66,0.0
20230223:1011,83.99,113.25,23.71,7.51,3.1,0.0
20230223:1111,59.52,85.18,26.39,8.03,2.76,0.0
20230223:1211,56.98,82.27,26.56,8.3,2.83,0.0
20230223:1311,80.3,109.38,24.2,8.27,2.97,0.0
20230223:1411,40.01,61.95,19.61,8.07,3.38,0.0
20230223:1511,104.26,137.64,13.24,7.48,4.34,0.0
20230223:1611,6.9,18.39,5.59,6.62,4.48,0.0
20230223:1711,0.0,0.0,0.0,5.78,3.93,0.0
20230223:1811,0.0,0.0,0.0,5.19,3.31,0.0
20230223:1911,0.0,0.0,0.0,4.43,2.62,0.0
20230223:2011,0.0,0.0,0.0,3.72,2.62,0.0
20230223:2111,0.0,0.0,0.0,3.5,2.41,0.0
20230223:2211,0.0,0.0,0.0,3.17,2.69,0.0
20230223:2311,0.0,0.0,0.0,3.05,2.9,0.0
20230224:0011,0.0,0.0,0.0,3.17,3.17,0.0
20230224:0111,0.0,0.0,0.0,2.93,3.59,0.0
20230224:0211,0.0,0.0,0.0,3.03,4.0,0.0
20230224:0311,0.0,0.0,0.0,3.31,4.41,0.0
20230224:0411,0.0,0.0,0.0,3.61,4.76,0.0
20230224:0511,0.0,0.0,0.0,3.9,5.24,0.0
20230224:0611,0.0,0.0,0.0,4.09,5.86,0.0
20230224:0711,2.88,11.62,4.82,3.7,6.48,0.0
20230224:0811,40.9,61.95,12.61,3.96,6.41,0.0
20230224:0911,43.21,64.85,19.2,4.63,6.14,0.0
20230224:1011,30.96,50.33,24.07,5.62,5.38,0.0
20230224:1111,88.74,118.09,26.76,6.66,4.55,0.0
20230224:1211,538.21,623.2,26.92,7.47,5.24,0.0
20230224:1311,483.73,558.75,24.55,7.64,6.07,0.0
20230224:1411,33.12,53.24,19.94,6.95,6.41,0.0
20230224:1511,30.85,50.33,13.54,6.37,6.07,0.0
20230224:1611,63.06,106.29,5.88,6.03,6.28,0.0
20230224:1711,0.0,0.0,0.0,5.5,6.21,0.0
20230224:1811,0.0,0.0,0.0,4.9,6.41,0.0
20230224:1911,0.0,0.0,0.0,4.6,6.69,0.0
20230224:2011,0.0,0.0,0.0,4.63,6.28,0.0
20230224:2111,0.0,0.0,0.0,4.68,5.59,0.0
20230224:2211,0.0,0.0,0.0,4.7,5.03,0.0
20230224:2311,0.0,0.0,0.0,4.48,4.62,0.0
20230225:0011,0.0,0.0,0.0,4.26,4.28,0.0
20230225:0111,0.0,0.0,0.0,3.98,4.14,0.0
20230225:0211,0.0,0.0,0.0,3.77,4.14,0.0
20230225:0311,0.0,0.0,0.0,3.79,4.34,0.0
20230225:0411,0.0,0.0,0.0,3.52,4.41,0.0
20230225:0511,0.0,0.0,0.0,3.24,4.48,0.0
20230225:0611,0.0,0.0,0.0,3.23,4.69,0.0
20230225:0711,97.81,138.24,5.15,3.13,4.76,0.0
20230225:0811,180.34,217.7,12.95,3.27,5.38,0.0
20230225:0911,100.59,129.54,19.55,3.78,6.41,0.0
20230225:1011,633.31,717.85,24.44,4.02,6.76,0.0
20230225:1111,667.78,758.84,27.13,4.33,6.83,0.0
20230225:1211,631.27,717.7,27.29,4.74,6.9,0.0
20230225:1311,602.17,685.61,24.91,4.87,6.69,0.0
20230225:1411,433.86,497.98,20.27,4.88,6.55,0.0
20230225:1511,188.22,231.64,13.85,4.58,6.0,0.0
20230225:1611,27.97,49.12,6.17,4.15,5.1,0.0
20230225:1711,0.0,0.0,0.0,3.44,4.55,0.0
20230225:1811,0.0,0.0,0.0,2.99,4.41,0.0
20230225:1911,0.0,0.0,0.0,2.41,4.69,0.0
20230225:2011,0.0,0.0,0.0,2.22,4.62,0.0
20230225:2111,0.0,0.0,0.0,1.98,4.41,0.0
20230225:2211,0.0,0.0,0.0,1.63,4.14,0.0
20230225:2311,0.0,0.0,0.0,1.19,3.86,0.0
20230226:0011,0.0,0.0,0.0,0.77,3.72,0.0
20230226:0111,0.0,0.0,0.0,0.39,3.52,0.0
20230226:0211,0.0,0.0,0.0,0.08,3.38,0.0
20230226:0311,0.0,0.0,0.0,-0.05,3.38,0.0
20230226:0411,0.0,0.0,0.0,-0.05,3.45,0.0
20230226:0511,0.0,0.0,0.0,-0.06,3.38,0.0
20230226:0611,0.0,0.0,0.0,0.07,3.24,0.0
20230226:0711,98.41,136.59,5.48,0.06,3.17,0.0
20230226:0811,319.01,371.06,13.3,1.06,3.03,0.0
20230226:0911,503.24,576.85,19.91,2.6,3.24,0.0
20230226:1011,593.61,677.39,24.81,3.75,4.97,0.0
20230226:1111,675.42,772.81,27.5,4.4,5.72,0.0
20230226:1211,540.43,617.35,27.66,4.55,5.38,0.0
20230226:1311,583.64,667.67,25.26,4.62,5.38,0.0
20230226:1411,417.2,480.4,20.6,4.46,5.17,0.0
20230226:1511,197.22,241.86,14.16,4.34,4.76,0.0
20230226:1611,41.42,68.67,6.46,3.79,3.66,0.0
20230226:1711,0.0,0.0,0.0,2.76,3.03,0.0
20230226:1811,0.0,0.0,0.0,1.99,2.76,0.0
20230226:1911,0.0,0.0,0.0,1.98,2.55,0.0
20230226:2011,0.0,0.0,0.0,1.74,2.28,0.0
20230226:2111,0.0,0.0,0.0,1.27,2.07,0.0
20230226:2211,0.0,0.0,0.0,0.56,1.93,0.0
20230226:2311,0.0,0.0,0.0,-0.33,1.79,0.0
20230227:0011,0.0,0.0,0.0,-0.87,1.66,0.0
20230227:0111,0.0,0.0,0.0,-1.26,1.66,0.0
20230227:0211,0.0,0.0,0.0,-1.51,1.66,0.0
20230227:0311,0.0,0.0,0.0,-1.64,1.59,0.0
20230227:0411,0.0,0.0,0.0,-2.11,1.72,0.0
20230227:0511,0.0,0.0,0.0,-2.7,2.07,0.0
20230227:0611,0.0,0.0,0.0,-2.69,2.14,0.0
20230227:0711,58.62,85.3,5.81,-1.79,2.21,0.0
20230227:0811,156.97,191.06,13.64,0.73,1.72,0.0
20230227:0911,391.27,452.79,20.27,2.74,1.79,0.0
20230227:1011,614.03,718.97,25.18,4.15,2.21,0.0
20230227:1111,278.79,328.26,27.88,5.4,3.03,0.0
20230227:1211,71.1,97.76,28.03,6.12,4.41,0.0
20230227:1311,295.15,345.91,25.61,6.29,4.62,0.0
20230227:1411,190.99,231.22,20.93,6.12,4.48,0.0
20230227:1511,137.63,174.63,14.47,5.72,3.59,0.0
20230227:1611,42.27,69.73,6.76,5.15,2.97,0.0
20230227:1711,0.0,0.0,0.0,4.26,2.48,0.0
20230227:1811,0.0,0.0,0.0,3.5,2.14,0.0
20230227:1911,0.0,0.0,0.0,2.13,2.14,0.0
20230227:2011,0.0,0.0,0.0,1.61,1.79,0.0
20230227:2111,0.0,0.0,0.0,1.41,1.17,0.0
20230227:2211,0.0,0.0,0.0,2.45,0.28,0.0
20230227:2311,0.0,0.0,0.0,1.99,0.69,0.0
20230228:0011,0.0,0.0,0.0,1.85,1.1,0.0
20230228:0111,0.0,0.0,0.0,1.93,1.24,0.0
20230228:0211,0.0,0.0,0.0,1.87,1.45,0.0
20230228:0311,0.0,0.0,0.0,1.83,1.52,0.0
20230228:0411,0.0,0.0,0.0,1.79,1.52,0.0
20230228:0511,0.0,0.0,0.0,1.78,1.59,0.0
20230228:0611,0.0,0.0,0.0,1.57,1.66,0.0
20230228:0711,5.84,16.45,6.15,1.74,1.59,0.0
20230228:0811,342.36,402.21,13.99,2.17,1.59,0.0
20230228:0911,498.88,581.38,20.63,3.39,1.66,0.0
20230228:1011,557.85,653.28,25.56,4.35,1.86,0.0
20230228:1111,553.64,653.89,28.26,5.17,1.52,0.0
20230228:1211,338.32,400.61,28.41,5.79,1.03,0.0
20230228:1311,515.9,617.53,25.97,6.21,0.69,0.0
20230228:1411,438.6,524.77,21.27,6.38,0.76,0.0
20230228:1511,286.73,354.95,14.79,6.35,1.03,0.0
20230228:1611,65.91,105.81,7.05,6.01,1.03,0.0
20230228:1711,0.0,0.0,0.0,4.79,1.17,0.0
20230228:1811,0.0,0.0,0.0,2.81,1.24,0.0
20230228:1911,0.0,0.0,0.0,2.16,1.17,0.0
20230228:2011,0.0,0.0,0.0,0.81,1.38,0.0
20230228:2111,0.0,0.0,0.0,0.59,1.24,0.0
20230228:2211,0.0,0.0,0.0,1.24,0.97,0.0
20230228:2311,0.0,0.0,0.0,0.7,0.62,0.0
20230301:0011,0.0,0.0,0.0,0.46,0.28,0.0
20230301:0111,0.0,0.0,0.0,0.01,0.48,0.0
20230301:0211,0.0,0.0,0.0,-0.64,0.34,0.0
20230301:0311,0.0,0.0,0.0,-1.06,0.34,0.0
20230301:0411,0.0,0.0,0.0,-1.12,0.34,0.0
20230301:0511,0.0,0.0,0.0,-1.29,0.07,0.0
20230301:0611,0.0,0.0,0.0,-1.13,0.07,0.0
20230301:0711,80.46,112.12,6.49,-0.29,0.21,0.0
20230301:0811,265.13,312.65,14.34,0.19,0.41,0.0
20230301:0911,460.51,541.55,21.0,2.9,0.48,0.0
20230301:1011,610.55,725.11,25.94,4.39,1.24,0.0
20230301:1111,668.99,796.81,28.64,5.32,1.86,0.0
20230301:1211,616.36,729.96,28.78,5.9,2.07,0.0
20230301:1311,586.3,692.33,26.33,6.41,2.34,0.0
20230301:1411,466.53,549.59,21.6,6.48,2.55,0.0
20230301:1511,287.23,351.2,15.1,6.15,2.76,0.0
20230301:1611,77.7,121.7,7.34,4.86,2.97,0.0
20230301:1711,0.0,0.0,0.0,2.99,3.24,0.0
20230301:1811,0.0,0.0,0.0,1.76,3.24,0.0
20230301:1911,0.0,0.0,0.0,0.95,3.1,0.0
20230301:2011,0.0,0.0,0.0,0.55,2.83,0.0
20230301:2111,0.0,0.0,0.0,0.24,2.55,0.0
20230301:2211,0.0,0.0,0.0,-0.01,2.28,0.0
20230301:2311,0.0,0.0,0.0,-0.08,2.34,0.0
20230302:0011,0.0,0.0,0.0,-0.11,2.62,0.0
20230302:0111,0.0,0.0,0.0,-0.13,2.55,0.0
20230302:0211,0.0,0.0,0.0,-0.18,2.28,0.0
20230302:0311,0.0,0.0,0.0,-0.35,2.21,0.0
20230302:0411,0.0,0.0,0.0,-0.63,2.28,0.0
20230302:0511,0.0,0.0,0.0,-0.78,2.62,0.0
20230302:0611,0.0,0.0,0.0,-0.78,2.69,0.0
20230302:0711,47.31,70.66,6.83,-0.35,2.76,0.0
20230302:0811,106.65,134.83,14.7,-0.09,2.41,0.0
20230302:0911,141.11,172.7,21.37,0.58,2.07,0.0
20230302:1011,191.31,228.57,26.32,1.61,1.86,0.0
20230302:1111,287.05,335.48,29.03,2.64,1.79,0.0
20230302:1211,231.58,274.8,29.16,3.38,2.07,0.0
20230302:1311,567.8,662.05,26.69,4.14,2.34,0.0
20230302:1411,477.05,556.38,21.93,4.58,2.69,0.0
20230302:1511,296.04,357.91,15.41,4.4,3.03,0.0
20230302:1611,86.81,134.31,7.63,3.82,3.03,0.0
20230302:1711,0.0,0.0,0.0,3.04,2.55,0.0
20230302:1811,0.0,0.0,0.0,2.26,2.48,0.0
20230302:1911,0.0,0.0,0.0,1.81,2.48,0.0
20230302:2011,0.0,0.0,0.0,1.59,2.34,0.0
20230302:2111,0.0,0.0,0.0,1.34,2.07,0.0
20230302:2211,0.0,0.0,0.0,1.33,1.66,0.0
20230302:2311,0.0,0.0,0.0,0.79,1.31,0.0
20230303:0011,0.0,0.0,0.0,0.02,1.38,0.0
20230303:0111,0.0,0.0,0.0,-0.45,1.45,0.0
20230303:0211,0.0,0.0,0.0,-0.99,1.66,0.0
20230303:0311,0.0,0.0,0.0,-1.44,1.86,0.0
20230303:0411,0.0,0.0,0.0,-1.59,2.0,0.0
20230303:0511,0.0,0.0,0.0,-1.56,2.0,0.0
20230303:0611,0.0,0.0,0.0,-1.53,2.07,0.0
20230303:0711,109.21,145.26,7.17,-0.8,1.52,0.0
20230303:0811,54.61,77.67,15.05,2.04,1.03,0.0
20230303:0911,168.42,205.68,21.74,3.93,1.24,0.0
20230303:1011,238.3,283.93,26.7,5.36,2.34,0.0
20230303:1111,184.77,225.41,29.41,6.05,2.76,0.0
20230303:1211,98.89,129.7,29.53,6.52,3.17,0.0
20230303:1311,143.71,180.05,27.05,6.89,3.66,0.0
20230303:1411,105.9,137.74,22.27,7.11,3.93,0.0
20230303:1511,62.09,87.83,15.72,7.19,4.14,0.0
20230303:1611,35.94,58.74,7.93,6.75,3.52,0.0
20230303:1711,0.0,0.0,0.0,5.71,3.24,0.0
20230303:1811,0.0,0.0,0.0,4.75,3.1,0.0
20230303:1911,0.0,0.0,0.0,4.33,3.1,0.0
20230303:2011,0.0,0.0,0.0,4.02,3.17,0.0
20230303:2111,0.0,0.0,0.0,3.93,3.24,0.0
20230303:2211,0.0,0.0,0.0,4.17,3.66,0.0
20230303:2311,0.0,0.0,0.0,4.36,3.86,0.0
20230304:0011,0.0,0.0,0.0,4.51,3.93,0.0
20230304:0111,0.0,0.0,0.0,4.78,4.0,0.0
20230304:0211,0.0,0.0,0.0,4.99,4.21,0.0
20230304:0311,0.0,0.0,0.0,5.25,4.41,0.0
20230304:0411,0.0,0.0,0.0,5.33,4.76,0.0
20230304:0511,0.0,0.0,0.0,5.64,5.03,0.0
20230304:0611,0.0,0.0,0.0,5.84,5.1,0.0
20230304:0711,56.54,83.33,7.52,5.78,5.03,0.0
20230304:0811,90.24,119.33,15.41,6.03,5.03,0.0
20230304:0911,131.38,165.1,22.11,6.14,5.31,0.0
20230304:1011,130.52,164.33,27.08,6.07,5.59,0.0
20230304:1111,369.56,426.98,29.8,5.78,5.45,0.0
20230304:1211,134.14,168.23,29.91,5.84,6.07,0.0
20230304:1311,181.51,219.88,27.41,5.45,5.59,0.0
20230304:1411,158.66,194.71,22.6,5.44,5.72,0.0
20230304:1511,82.76,110.77,16.03,5.25,6.0,0.0
20230304:1611,50.68,78.59,8.22,4.93,5.45,0.0
20230304:1711,0.0,0.0,0.0,4.5,4.97,0.0
20230304:1811,0.0,0.0,0.0,4.07,4.48,0.0
20230304:1911,0.0,0.0,0.0,3.62,3.72,0.0
20230304:2011,0.0,0.0,0.0,3.28,3.52,0.0
20230304:2111,0.0,0.0,0.0,3.33,3.45,0.0
20230304:2211,0.0,0.0,0.0,3.3,3.45,0.0
20230304:2311,0.0,0.0,0.0,3.28,3.45,0.0
20230305:0011,0.0,0.0,0.0,3.18,3.38,0.0
20230305:0111,0.0,0.0,0.0,3.16,3.52,0.0
20230305:0211,0.0,0.0,0.0,2.97,3.59,0.0
20230305:0311,0.0,0.0,0.0,2.71,3.66,0.0
20230305:0411,0.0,0.0,0.0,2.93,3.79,0.0
20230305:0511,0.0,0.0,0.0,2.75,3.79,0.0
20230305:0611,0.0,0.0,0.0,2.46,3.79,0.0
20230305:0711,92.97,126.22,7.87,2.62,3.72,0.0
20230305:0811,301.52,351.8,15.77,3.14,3.66,0.0
20230305:0911,281.89,327.43,22.49,4.04,4.76,0.0
20230305:1011,390.5,449.04,27.47,4.68,4.62,0.0
20230305:1111,514.25,591.82,30.19,5.17,4.48,0.0
20230305:1211,288.4,338.11,30.29,5.55,4.34,0.0
20230305:1311,366.69,425.37,27.77,5.69,4.28,0.0
20230305:1411,444.19,514.7,22.94,5.78,4.48,0.0
20230305:1511,162.46,201.54,16.34,5.48,4.83,0.0
20230305:1611,47.37,73.32,8.51,5.0,4.55,0.0
20230305:1711,0.0,0.0,0.0,4.41,3.93,0.0
20230305:1811,0.0,0.0,0.0,3.83,3.66,0.0
20230305:1911,0.0,0.0,0.0,3.48,4.28,0.0
20230305:2011,0.0,0.0,0.0,3.22,4.28,0.0
20230305:2111,0.0,0.0,0.0,2.79,4.0,0.0
20230305:2211,0.0,0.0,0.0,2.72,3.38,0.0
20230305:2311,0.0,0.0,0.0,2.36,2.62,0.0
20230306:0011,0.0,0.0,0.0,2.03,2.0,0.0
20230306:0111,0.0,0.0,0.0,1.57,1.86,0.0
20230306:0211,0.0,0.0,0.0,1.41,1.66,0.0
20230306:0311,0.0,0.0,0.0,1.16,1.38,0.0
20230306:0411,0.0,0.0,0.0,0.95,1.1,0.0
20230306:0511,0.0,0.0,0.0,0.28,1.31,0.0
20230306:0611,0.0,0.0,0.0,-0.01,1.45,0.0
20230306:0711,165.12,211.63,8.22,0.2,1.24,0.0
20230306:0811,243.42,287.49,16.14,1.44,1.17,0.0
20230306:0911,212.51,252.96,22.86,2.69,1.45,0.0
20230306:1011,535.27,626.18,27.86,3.72,1.59,0.0
20230306:1111,464.15,544.42,30.58,4.44,1.38,0.0
20230306:1211,558.45,656.37,30.68,5.09,2.0,0.0
20230306:1311,494.68,575.9,28.13,5.29,2.76,0.0
20230306:1411,312.03,365.59,23.28,5.26,3.31,0.0
20230306:1511,201.99,246.55,16.65,5.07,3.79,0.0
20230306:1611,64.42,96.81,8.8,4.74,3.38,0.0
20230306:1711,0.0,0.0,0.0,4.12,3.24,0.0
20230306:1811,0.0,0.0,0.0,3.44,3.72,0.0
20230306:1911,0.0,0.0,0.0,3.08,5.17,0.0
20230306:2011,0.0,0.0,0.0,2.59,5.79,0.0
20230306:2111,0.0,0.0,0.0,2.06,6.28,0.0
20230306:2211,0.0,0.0,0.0,1.8,6.14,0.0
20230306:2311,0.0,0.0,0.0,1.78,6.07,0.0
20230307:0011,0.0,0.0,0.0,2.25,5.17,0.0
20230307:0111,0.0,0.0,0.0,2.78,5.1,0.0
20230307:0211,0.0,0.0,0.0,3.16,5.72,0.0
20230307:0311,0.0,0.0,0.0,2.95,6.76,0.0
20230307:0411,0.0,0.0,0.0,2.6,7.38,0.0
20230307:0511,0.0,0.0,0.0,2.42,7.17,0.0
20230307:0611,0.0,0.0,0.0,2.13,6.34,0.0
20230307:0711,39.61,60.76,8.58,2.56,6.28,0.0
20230307:0811,146.1,178.84,16.5,2.47,5.03,0.0
20230307:0911,209.77,248.16,23.24,3.18,4.76,0.0
20230307:1011,314.83,363.23,28.25,3.95,5.45,0.0
20230307:1111,558.49,638.67,30.97,4.58,5.38,0.0
20230307:1211,601.23,689.82,31.06,5.05,5.38,0.0
20230307:1311,507.02,578.31,28.49,4.29,5.52,0.0
20230307:1411,432.18,496.04,23.61,4.26,5.1,0.0
20230307:1511,321.93,381.46,16.96,2.97,4.69,0.0
20230307:1611,85.03,124.12,9.09,2.72,4.07,0.0
20230307:1711,0.0,0.0,0.0,2.12,3.17,0.0
20230307:1811,0.0,0.0,0.0,1.32,2.83,0.0
20230307:1911,0.0,0.0,0.0,0.96,2.76,0.0
20230307:2011,0.0,0.0,0.0,0.35,2.83,0.0
20230307:2111,0.0,0.0,0.0,-0.02,2.83,0.0
20230307:2211,0.0,0.0,0.0,-0.29,2.9,0.0
20230307:2311,0.0,0.0,0.0,-0.36,2.97,0.0
20230308:0011,0.0,0.0,0.0,-0.67,3.03,0.0
20230308:0111,0.0,0.0,0.0,-0.85,3.03,0.0
20230308:0211,0.0,0.0,0.0,-0.98,2.97,0.0
20230308:0311,0.0,0.0,0.0,-1.14,2.9,0.0
20230308:0411,0.0,0.0,0.0,-1.36,2.76,0.0
20230308:0511,0.0,0.0,0.0,-1.71,2.55,0.0
20230308:0611,0.0,0.0,0.0,-1.96,2.41,0.0
20230308:0711,64.88,89.93,8.93,-1.69,1.79,0.0
20230308:0811,122.09,151.62,16.87,-0.44,1.66,0.0
20230308:0911,305.37,353.05,23.62,1.03,1.66,0.0
20230308:1011,464.8,537.22,28.64,2.04,1.66,0.0
20230308:1111,552.71,645.56,31.37,2.66,1.52,0.0
20230308:1211,493.48,574.66,31.44,3.14,1.66,0.0
20230308:1311,371.9,433.14,28.85,3.65,1.79,0.0
20230308:1411,270.32,319.0,23.95,3.88,1.79,0.0
20230308:1511,141.64,177.04,17.27,3.73,2.21,0.0
20230308:1611,76.97,112.38,9.39,3.52,2.34,0.0
20230308:1711,0.0,0.0,0.0,2.91,2.14,0.0
20230308:1811,0.0,0.0,0.0,2.1,2.34,0.0
20230308:1911,0.0,0.0,0.0,1.52,2.34,0.0
20230308:2011,0.0,0.0,0.0,1.21,2.34,0.0
20230308:2111,0.0,0.0,0.0,0.91,2.34,0.0
20230308:2211,0.0,0.0,0.0,0.73,2.55,0.0
20230308:2311,0.0,0.0,0.0,0.52,2.48,0.0
20230309:0011,0.0,0.0,0.0,0.34,2.55,0.0
20230309:0111,0.0,0.0,0.0,0.15,2.76,0.0
20230309:0211,0.0,0.0,0.0,0.11,2.97,0.0
20230309:0311,0.0,0.0,0.0,-0.12,2.83,0.0
20230309:0411,0.0,0.0,0.0,-0.34,2.69,0.0
20230309:0511,0.0,0.0,0.0,-0.31,2.69,0.0
20230309:0611,0.0,0.0,0.0,-0.55,2.34,0.0
20230309:0711,161.65,204.02,9.29,-0.35,2.21,0.0
20230309:0811,327.55,378.07,17.24,0.63,2.41,0.0
20230309:0911,439.51,502.9,24.01,2.05,2.83,0.0
20230309:1011,272.57,319.04,29.03,3.2,2.55,0.0
20230309:1111,281.52,331.03,31.76,3.98,2.21,0.0
20230309:1211,207.88,250.21,31.83,4.25,1.72,0.0
20230309:1311,124.39,157.48,29.21,4.37,1.66,0.0
20230309:1411,72.36,98.73,24.28,4.31,2.0,0.0
20230309:1511,56.42,80.34,17.58,4.12,2.0,0.0
20230309:1611,24.98,42.59,9.68,3.42,1.86,0.0
20230309:1711,0.0,0.0,0.0,2.6,2.14,0.0
20230309:1811,0.0,0.0,0.0,1.46,2.0,0.0
20230309:1911,0.0,0.0,0.0,0.89,2.41,0.0
20230309:2011,0.0,0.0,0.0,0.84,2.69,0.0
20230309:2111,0.0,0.0,0.0,0.79,3.03,0.0
20230309:2211,0.0,0.0,0.0,0.74,3.45,0.0
20230309:2311,0.0,0.0,0.0,0.7,3.86,0.0
20230310:0011,0.0,0.0,0.0,0.7,4.07,0.0
20230310:0111,0.0,0.0,0.0,0.78,4.76,0.0
20230310:0211,0.0,0.0,0.0,0.81,4.76,0.0
20230310:0311,0.0,0.0,0.0,0.86,4.97,0.0
20230310:0411,0.0,0.0,0.0,0.93,5.1,0.0
20230310:0511,0.0,0.0,0.0,0.85,4.83,0.0
20230310:0611,0.0,0.0,0.0,0.75,4.76,0.0
20230310:0711,56.6,80.34,9.65,0.58,4.55,0.0
20230310:0811,140.85,171.94,17.61,0.81,4.62,0.0
20230310:0911,93.75,120.99,24.39,1.31,5.52,0.0
20230310:1011,78.82,104.54,29.43,1.42,4.97,0.0
20230310:1111,112.96,142.29,32.16,1.44,4.76,0.0
20230310:1211,92.67,120.02,32.21,1.51,4.28,0.0
20230310:1311,76.11,101.63,29.58,1.66,4.62,0.0
20230310:1411,30.77,49.36,24.62,1.71,4.83,0.0
20230310:1511,10.45,23.23,17.89,1.45,4.97,0.0
20230310:1611,14.7,29.04,9.97,1.31,6.0,0.0
20230310:1711,0.0,0.0,0.0,1.19,6.55,0.0
20230310:1811,0.0,0.0,0.0,1.02,6.55,0.0
20230310:1911,0.0,0.0,0.0,0.79,5.17,0.0
20230310:2011,0.0,0.0,0.0,0.64,4.83,0.0
20230310:2111,0.0,0.0,0.0,0.65,4.48,0.0
20230310:2211,0.0,0.0,0.0,0.49,4.34,0.0
20230310:2311,0.0,0.0,0.0,0.27,4.55,0.0
20230311:0011,0.0,0.0,0.0,-0.01,4.62,0.0
20230311:0111,0.0,0.0,0.0,-0.07,4.62,0.0
20230311:0211,0.0,0.0,0.0,-0.03,4.55,0.0
20230311:0311,0.0,0.0,0.0,0.06,4.34,0.0
20230311:0411,0.0,0.0,0.0,-0.07,3.93,0.0
