Latitude (decimal degrees):	53.365
Longitude (decimal degrees):	7.233
Elevation (m):	-3
Radiation database:	PVGIS-SARAH3


Slope: 23 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20120807:0111,0.0,0.0,0.0,14.7,4.21,0.0
20120807:0211,0.0,0.0,0.0,14.61,4.21,0.0
20120807:0311,0.0,0.0,0.0,14.6,4.28,0.0
20120807:0411,0.0,0.0,0.0,14.6,4.69,0.0
20120807:0511,34.48,58.41,9.41,14.8,4.62,0.0
20120807:0611,61.43,89.9,18.24,14.99,4.48,0.0
20120807:0711,115.49,154.26,27.16,16.06,4.55,0.0
20120807:0811,388.83,474.78,35.76,17.0,4.97,0.0
20120807:0911,444.84,544.51,43.47,18.13,5.38,0.0
20120807:1011,117.15,157.77,49.49,18.68,5.45,0.0
20120807:1111,142.49,187.78,52.77,18.84,5.72,0.0
20120807:1211,121.66,162.61,52.5,18.0,5.59,0.0
20120807:1311,165.83,214.88,48.77,18.21,5.24,0.0
20120807:1411,111.53,151.0,42.45,18.49,5.45,0.0
20120807:1511,357.31,438.99,34.56,18.27,5.72,0.0
20120807:1611,224.87,285.32,25.88,17.84,5.72,0.0
20120807:1711,86.14,122.43,16.95,17.55,5.52,0.0
20120807:1811,24.32,44.39,8.18,16.83,4.76,0.0
20120807:1911,0.0,0.0,0.0,15.89,4.62,0.0
20120807:2011,0.0,0.0,0.0,15.48,4.28,0.0
20120807:2111,0.0,0.0,0.0,15.09,3.86,0.0
20120807:2211,0.0,0.0,0.0,14.84,3.79,0.0
20120807:2311,0.0,0.0,0.0,14.5,3.59,0.0
20120808:0011,0.0,0.0,0.0,14.21,3.17,0.0
20120808:0111,0.0,0.0,0.0,14.07,2.83,0.0
20120808:0211,0.0,0.0,0.0,13.66,2.55,0.0
20120808:0311,0.0,0.0,0.0,13.18,2.55,0.0
20120808:0411,0.0,0.0,0.0,12.99,2.48,0.0
20120808:0511,32.53,55.16,9.21,12.95,2.48,0.0
20120808:0611,104.8,143.66,18.03,14.15,2.69,0.0
20120808:0711,268.69,335.5,26.96,15.75,3.72,0.0
20120808:0811,452.66,555.42,35.55,16.92,3.45,0.0
20120808:0911,553.88,685.34,43.24,17.96,3.52,0.0
20120808:1011,275.69,347.42,49.23,18.93,3.45,0.0
20120808:1111,137.47,182.94,52.49,19.47,3.59,0.0
20120808:1211,214.75,274.95,52.22,19.49,3.93,0.0
20120808:1311,375.9,465.97,48.49,18.22,3.86,0.0
20120808:1411,621.05,768.25,42.19,18.03,3.86,0.0
20120808:1511,485.21,600.24,34.32,18.72,3.59,0.0
20120808:1611,311.41,395.47,25.65,18.33,3.59,0.0
20120808:1711,133.92,200.47,16.71,17.84,3.03,0.0
20120808:1811,19.29,41.93,7.93,17.39,2.28,0.0
20120808:1911,0.0,0.0,0.0,16.76,1.79,0.0
20120808:2011,0.0,0.0,0.0,15.91,1.59,0.0
20120808:2111,0.0,0.0,0.0,15.05,1.45,0.0
20120808:2211,0.0,0.0,0.0,14.13,1.24,0.0
20120808:2311,0.0,0.0,0.0,13.86,1.03,0.0
20120809:0011,0.0,0.0,0.0,13.61,1.03,0.0
20120809:0111,0.0,0.0,0.0,12.83,1.38,0.0
20120809:0211,0.0,0.0,0.0,12.06,1.72,0.0
20120809:0311,0.0,0.0,0.0,12.17,1.79,0.0
20120809:0411,0.0,0.0,0.0,12.25,1.79,0.0
20120809:0511,20.88,38.72,9.0,12.61,1.59,0.0
20120809:0611,116.65,160.3,17.83,14.36,1.45,0.0
20120809:0711,241.23,304.17,26.75,15.58,2.14,0.0
20120809:0811,372.75,458.72,35.33,16.23,2.83,0.0
20120809:0911,576.05,710.8,43.01,16.73,3.24,0.0
20120809:1011,545.19,674.49,48.97,17.38,3.52,0.0
20120809:1111,352.8,437.96,52.21,17.66,3.59,0.0
20120809:1211,234.28,296.37,51.93,17.93,3.72,0.0
20120809:1311,208.41,265.57,48.22,18.01,3.86,0.0
20120809:1411,340.95,422.36,41.93,17.94,3.86,0.0
20120809:1511,181.43,233.23,34.07,17.88,3.86,0.0
20120809:1611,137.59,181.47,25.4,17.34,4.07,0.0
20120809:1711,121.33,174.63,16.47,16.65,4.07,0.0
20120809:1811,16.5,37.83,7.69,16.13,3.66,0.0
20120809:1911,0.0,0.0,0.0,15.36,2.76,0.0
20120809:2011,0.0,0.0,0.0,14.69,2.55,0.0
20120809:2111,0.0,0.0,0.0,14.15,2.48,0.0
20120809:2211,0.0,0.0,0.0,14.1,2.28,0.0
20120809:2311,0.0,0.0,0.0,13.62,2.0,0.0
20120810:0011,0.0,0.0,0.0,13.26,1.79,0.0
20120810:0111,0.0,0.0,0.0,13.04,1.72,0.0
20120810:0211,0.0,0.0,0.0,12.99,1.79,0.0
20120810:0311,0.0,0.0,0.0,12.94,1.79,0.0
20120810:0411,0.0,0.0,0.0,13.08,1.72,0.0
20120810:0511,31.5,54.35,8.79,13.17,1.52,0.0
20120810:0611,100.87,139.25,17.63,14.05,1.17,0.0
20120810:0711,230.23,291.4,26.54,15.85,2.07,0.0
20120810:0811,213.82,270.27,35.12,16.6,3.17,0.0
20120810:0911,163.79,212.28,42.77,17.38,3.66,0.0
20120810:1011,210.24,267.54,48.71,17.83,3.86,0.0
20120810:1111,546.14,676.36,51.93,18.35,4.21,0.0
20120810:1211,519.85,642.59,51.64,18.43,4.41,0.0
20120810:1311,415.55,512.82,47.93,18.36,4.48,0.0
20120810:1411,596.36,734.81,41.66,18.47,4.48,0.0
20120810:1511,380.61,469.6,33.81,18.61,4.48,0.0
20120810:1611,256.17,325.54,25.15,18.19,4.28,0.0
20120810:1711,127.44,190.58,16.22,17.72,3.72,0.0
20120810:1811,20.62,41.16,7.43,17.19,3.03,0.0
20120810:1911,0.0,0.0,0.0,16.5,2.62,0.0
20120810:2011,0.0,0.0,0.0,15.69,2.21,0.0
20120810:2111,0.0,0.0,0.0,15.2,2.0,0.0
20120810:2211,0.0,0.0,0.0,14.96,1.79,0.0
20120810:2311,0.0,0.0,0.0,14.39,1.66,0.0
20120811:0011,0.0,0.0,0.0,13.79,1.66,0.0
20120811:0111,0.0,0.0,0.0,13.35,1.52,0.0
20120811:0211,0.0,0.0,0.0,13.03,1.52,0.0
20120811:0311,0.0,0.0,0.0,12.8,1.52,0.0
20120811:0411,0.0,0.0,0.0,12.87,1.59,0.0
20120811:0511,23.16,53.87,8.58,12.86,1.52,0.0
20120811:0611,152.46,218.15,17.42,14.64,1.1,0.0
20120811:0711,319.44,404.76,26.33,16.0,0.97,0.0
20120811:0811,194.31,250.08,34.9,16.86,0.69,0.0
20120811:0911,94.05,130.67,42.53,17.53,0.69,0.0
20120811:1011,410.21,518.09,48.45,18.22,1.17,0.0
20120811:1111,579.04,744.12,51.64,18.9,1.24,0.0
20120811:1211,594.87,765.24,51.35,19.39,1.45,0.0
20120811:1311,431.34,547.46,47.65,19.89,1.52,0.0
20120811:1411,397.14,501.99,41.39,20.18,1.79,0.0
20120811:1511,449.68,567.02,33.55,20.37,2.14,0.0
20120811:1611,265.14,342.57,24.9,20.29,2.55,0.0
20120811:1711,124.82,192.02,15.97,19.83,2.21,0.0
20120811:1811,18.58,38.2,7.17,18.91,1.86,0.0
20120811:1911,0.0,0.0,0.0,17.64,2.21,0.0
20120811:2011,0.0,0.0,0.0,16.42,2.34,0.0
20120811:2111,0.0,0.0,0.0,15.7,2.48,0.0
20120811:2211,0.0,0.0,0.0,15.12,2.55,0.0
20120811:2311,0.0,0.0,0.0,14.73,2.55,0.0
20120812:0011,0.0,0.0,0.0,14.55,2.76,0.0
20120812:0111,0.0,0.0,0.0,14.21,2.97,0.0
20120812:0211,0.0,0.0,0.0,14.0,2.97,0.0
20120812:0311,0.0,0.0,0.0,13.66,2.9,0.0
20120812:0411,0.0,0.0,0.0,13.62,2.83,0.0
20120812:0511,25.33,53.92,8.36,13.72,2.83,0.0
20120812:0611,158.54,227.6,17.21,14.74,2.76,0.0
20120812:0711,348.88,436.07,26.12,16.02,3.1,0.0
20120812:0811,501.9,617.84,34.67,17.45,3.38,0.0
20120812:0911,636.82,794.05,42.29,18.91,3.66,0.0
20120812:1011,695.05,874.4,48.18,20.07,4.21,0.0
20120812:1111,726.94,915.06,51.35,20.72,5.03,0.0
20120812:1211,624.54,782.11,51.05,20.94,4.97,0.0
20120812:1311,594.52,743.46,47.35,21.26,4.9,0.0
20120812:1411,525.01,653.53,41.11,21.16,4.69,0.0
20120812:1511,475.54,592.18,33.28,21.16,4.48,0.0
20120812:1611,298.31,384.43,24.64,21.0,4.0,0.0
20120812:1711,122.63,189.24,15.71,20.56,3.59,0.0
20120812:1811,16.14,34.23,6.91,19.5,3.31,0.0
20120812:1911,0.0,0.0,0.0,18.35,3.66,0.0
20120812:2011,0.0,0.0,0.0,17.64,3.93,0.0
20120812:2111,0.0,0.0,0.0,17.17,4.14,0.0
20120812:2211,0.0,0.0,0.0,16.73,4.21,0.0
20120812:2311,0.0,0.0,0.0,16.15,4.07,0.0
20120813:0011,0.0,0.0,0.0,15.61,3.93,0.0
20120813:0111,0.0,0.0,0.0,15.04,3.79,0.0
20120813:0211,0.0,0.0,0.0,14.61,3.93,0.0
20120813:0311,0.0,0.0,0.0,14.12,3.93,0.0
20120813:0411,0.0,0.0,0.0,13.67,3.93,0.0
20120813:0511,23.83,51.58,8.15,13.47,4.07,0.0
20120813:0611,156.2,223.36,17.0,14.1,3.79,0.0
20120813:0711,355.6,441.31,25.91,15.61,4.28,0.0
20120813:0811,506.88,617.54,34.45,17.12,4.76,0.0
20120813:0911,648.8,799.23,42.05,18.6,5.03,0.0
20120813:1011,741.75,925.92,47.91,19.87,5.38,0.0
20120813:1111,803.71,1014.23,51.06,20.89,5.59,0.0
20120813:1211,780.79,987.81,50.74,21.69,5.52,0.0
20120813:1311,724.39,914.41,47.06,22.28,5.31,0.0
20120813:1411,624.01,783.07,40.83,22.63,5.03,0.0
20120813:1511,478.96,600.61,33.01,22.78,4.69,0.0
20120813:1611,291.77,379.18,24.37,22.58,4.07,0.0
20120813:1711,122.24,192.53,15.45,21.86,3.79,0.0
20120813:1811,18.07,36.15,6.64,20.57,3.93,0.0
20120813:1911,0.0,0.0,0.0,19.28,4.14,0.0
20120813:2011,0.0,0.0,0.0,18.49,4.34,0.0
20120813:2111,0.0,0.0,0.0,17.94,4.34,0.0
20120813:2211,0.0,0.0,0.0,17.53,4.28,0.0
20120813:2311,0.0,0.0,0.0,17.02,4.21,0.0
20120814:0011,0.0,0.0,0.0,16.87,4.21,0.0
20120814:0111,0.0,0.0,0.0,16.43,4.21,0.0
20120814:0211,0.0,0.0,0.0,15.92,4.14,0.0
20120814:0311,0.0,0.0,0.0,15.47,4.0,0.0
20120814:0411,0.0,0.0,0.0,15.21,3.93,0.0
20120814:0511,16.38,32.91,7.93,15.16,4.0,0.0
20120814:0611,7.76,20.33,16.79,15.44,4.0,0.0
20120814:0711,157.45,204.23,25.69,16.65,4.07,0.0
20120814:0811,301.99,374.08,34.22,17.73,4.41,0.0
20120814:0911,567.73,701.03,41.8,19.2,4.55,0.0
20120814:1011,705.86,887.74,47.63,20.31,4.34,0.0
20120814:1111,756.69,965.02,50.76,21.52,4.28,0.0
20120814:1211,735.5,941.23,50.44,22.77,4.34,0.0
20120814:1311,605.94,770.77,46.76,23.67,4.21,0.0
20120814:1411,497.27,630.03,40.54,24.09,4.0,0.0
20120814:1511,380.69,483.82,32.74,24.23,3.79,0.0
20120814:1611,176.76,235.86,24.1,24.0,3.45,0.0
20120814:1711,18.39,36.78,15.18,23.16,3.38,0.0
20120814:1811,13.25,29.2,6.37,21.77,3.59,0.0
20120814:1911,0.0,0.0,0.0,20.45,3.59,0.0
20120814:2011,0.0,0.0,0.0,19.65,3.72,0.0
20120814:2111,0.0,0.0,0.0,19.03,3.52,0.0
20120814:2211,0.0,0.0,0.0,18.46,3.45,0.0
20120814:2311,0.0,0.0,0.0,17.99,3.52,0.0
20120815:0011,0.0,0.0,0.0,17.46,3.59,0.0
20120815:0111,0.0,0.0,0.0,16.86,3.52,0.0
20120815:0211,0.0,0.0,0.0,16.36,3.52,0.0
20120815:0311,0.0,0.0,0.0,15.95,3.59,0.0
20120815:0411,0.0,0.0,0.0,15.62,3.72,0.0
20120815:0511,23.77,44.19,7.71,15.47,3.79,0.0
20120815:0611,140.53,202.16,16.57,15.97,3.72,0.0
20120815:0711,306.8,385.07,25.48,17.51,4.28,0.0
20120815:0811,473.38,581.31,33.99,19.02,4.9,0.0
20120815:0911,613.61,760.42,41.55,20.55,5.17,0.0
20120815:1011,711.31,893.77,47.36,21.79,5.38,0.0
20120815:1111,776.82,986.51,50.45,22.74,5.59,0.0
20120815:1211,736.93,936.11,50.12,23.41,5.52,0.0
20120815:1311,681.05,861.26,46.45,23.86,5.59,0.0
20120815:1411,521.33,654.12,40.25,24.1,5.66,0.0
20120815:1511,412.04,518.16,32.46,24.12,5.66,0.0
20120815:1611,279.98,365.81,23.83,23.81,5.17,0.0
20120815:1711,108.36,171.36,14.9,23.03,4.9,0.0
20120815:1811,16.49,33.91,6.09,22.0,4.9,0.0
20120815:1911,0.0,0.0,0.0,21.12,5.1,0.0
20120815:2011,0.0,0.0,0.0,20.64,5.38,0.0
20120815:2111,0.0,0.0,0.0,20.02,4.48,0.0
20120815:2211,0.0,0.0,0.0,18.63,4.07,0.0
20120815:2311,0.0,0.0,0.0,18.1,4.0,0.0
20120816:0011,0.0,0.0,0.0,18.0,3.31,0.0
20120816:0111,0.0,0.0,0.0,17.92,2.14,0.0
20120816:0211,0.0,0.0,0.0,17.27,1.93,0.0
20120816:0311,0.0,0.0,0.0,17.34,2.83,0.0
20120816:0411,0.0,0.0,0.0,17.28,3.38,0.0
20120816:0511,7.09,19.36,7.49,16.96,3.17,0.0
20120816:0611,16.22,32.91,16.36,16.9,2.9,0.0
20120816:0711,223.18,284.26,25.26,16.75,2.21,0.0
20120816:0811,298.79,372.85,33.76,17.75,2.69,0.0
20120816:0911,600.78,751.51,41.3,19.28,3.17,0.0
20120816:1011,690.72,878.34,47.08,20.63,3.31,0.0
20120816:1111,726.28,930.3,50.15,21.39,3.52,0.0
20120816:1211,488.58,617.04,49.81,21.92,3.52,0.0
20120816:1311,548.64,695.77,46.14,22.14,3.24,0.0
20120816:1411,476.22,600.5,39.95,21.92,3.1,0.0
20120816:1511,389.4,491.21,32.17,21.66,2.9,0.0
20120816:1611,229.7,300.46,23.55,21.5,2.69,0.0
20120816:1711,42.44,68.58,14.63,20.96,1.86,0.0
20120816:1811,15.32,32.03,5.81,19.94,1.24,0.0
20120816:1911,0.0,0.0,0.0,19.07,1.45,0.0
20120816:2011,0.0,0.0,0.0,17.53,1.59,0.0
20120816:2111,0.0,0.0,0.0,16.61,1.72,0.0
20120816:2211,0.0,0.0,0.0,15.93,1.86,0.0
20120816:2311,0.0,0.0,0.0,15.77,1.79,0.0
20120817:0011,0.0,0.0,0.0,15.66,1.93,0.0
20120817:0111,0.0,0.0,0.0,15.82,2.07,0.0
20120817:0211,0.0,0.0,0.0,15.94,2.28,0.0
20120817:0311,0.0,0.0,0.0,15.68,2.34,0.0
20120817:0411,0.0,0.0,0.0,15.5,2.34,0.0
20120817:0511,23.36,44.22,7.27,15.55,2.07,0.0
20120817:0611,124.98,179.5,16.14,16.46,1.66,0.0
20120817:0711,194.03,251.34,25.04,18.38,1.79,0.0
20120817:0811,452.74,571.62,33.53,20.04,1.72,0.0
20120817:0911,584.44,749.65,41.04,21.48,1.86,0.0
20120817:1011,673.1,876.33,46.79,22.67,2.21,0.0
20120817:1111,718.78,941.2,49.84,23.79,2.76,0.0
20120817:1211,614.86,795.09,49.49,24.37,3.1,0.0
20120817:1311,570.42,735.54,45.83,24.92,3.1,0.0
20120817:1411,462.96,593.64,39.65,25.2,2.97,0.0
20120817:1511,360.96,464.47,31.88,25.38,2.76,0.0
20120817:1611,166.71,225.62,23.27,25.29,2.48,0.0
20120817:1711,81.45,124.96,14.34,24.67,1.93,0.0
20120817:1811,9.41,23.55,5.53,23.53,2.14,0.0
20120817:1911,0.0,0.0,0.0,22.21,2.14,0.0
20120817:2011,0.0,0.0,0.0,20.97,2.34,0.0
20120817:2111,0.0,0.0,0.0,20.3,2.55,0.0
20120817:2211,0.0,0.0,0.0,20.02,2.69,0.0
20120817:2311,0.0,0.0,0.0,19.73,2.9,0.0
20120818:0011,0.0,0.0,0.0,19.49,2.9,0.0
20120818:0111,0.0,0.0,0.0,19.28,2.9,0.0
20120818:0211,0.0,0.0,0.0,18.93,2.9,0.0
20120818:0311,0.0,0.0,0.0,18.51,2.83,0.0
20120818:0411,0.0,0.0,0.0,18.11,2.83,0.0
20120818:0511,19.82,39.18,7.04,17.84,2.69,0.0
20120818:0611,125.55,183.34,15.92,18.68,2.62,0.0
20120818:0711,313.38,402.32,24.81,20.65,2.83,0.0
20120818:0811,420.75,531.01,33.29,22.43,3.1,0.0
20120818:0911,463.29,588.91,40.78,24.03,3.38,0.0
20120818:1011,545.8,700.87,46.5,25.59,3.79,0.0
20120818:1111,672.29,874.53,49.52,26.79,4.21,0.0
20120818:1211,588.17,761.12,49.16,27.63,4.62,0.0
20120818:1311,632.14,820.3,45.51,28.24,4.69,0.0
20120818:1411,543.53,702.15,39.34,28.63,4.48,0.0
20120818:1511,431.16,559.36,31.59,28.81,3.86,0.0
20120818:1611,261.54,353.64,22.98,28.63,3.38,0.0
20120818:1711,96.42,159.52,14.06,27.85,3.17,0.0
20120818:1811,12.91,29.2,5.24,26.41,2.97,0.0
20120818:1911,0.0,0.0,0.0,24.95,3.03,0.0
20120818:2011,0.0,0.0,0.0,23.9,2.97,0.0
20120818:2111,0.0,0.0,0.0,23.11,2.97,0.0
20120818:2211,0.0,0.0,0.0,22.52,2.97,0.0
20120818:2311,0.0,0.0,0.0,22.21,2.9,0.0
20120819:0011,0.0,0.0,0.0,21.86,2.62,0.0
20120819:0111,0.0,0.0,0.0,21.3,2.55,0.0
20120819:0211,0.0,0.0,0.0,20.68,2.41,0.0
20120819:0311,0.0,0.0,0.0,20.13,2.21,0.0
20120819:0411,0.0,0.0,0.0,19.37,2.0,0.0
20120819:0511,16.77,39.72,6.82,18.72,1.52,0.0
20120819:0611,128.27,191.64,15.7,19.74,1.1,0.0
20120819:0711,297.71,391.15,24.59,22.75,0.97,0.0
20120819:0811,412.05,532.29,33.05,23.91,1.24,0.0
20120819:0911,567.5,742.58,40.52,25.31,1.72,0.0
20120819:1011,657.76,874.85,46.21,26.82,2.14,0.0
20120819:1111,710.95,957.02,49.21,28.24,2.48,0.0
20120819:1211,680.58,915.54,48.83,29.56,2.69,0.0
20120819:1311,632.86,849.34,45.18,30.82,2.76,0.0
20120819:1411,538.56,717.02,39.03,31.77,2.83,0.0
20120819:1511,394.32,524.17,31.29,32.28,2.83,0.0
20120819:1611,163.9,229.33,22.69,32.01,2.62,0.0
20120819:1711,89.65,149.83,13.77,30.93,1.79,0.0
20120819:1811,11.43,27.32,4.94,29.88,1.03,0.0
20120819:1911,0.0,0.0,0.0,26.07,1.72,0.0
20120819:2011,0.0,0.0,0.0,24.22,1.79,0.0
20120819:2111,0.0,0.0,0.0,24.55,0.9,0.0
20120819:2211,0.0,0.0,0.0,22.69,2.14,0.0
20120819:2311,0.0,0.0,0.0,23.22,2.97,0.0
20120820:0011,0.0,0.0,0.0,23.16,3.1,0.0
20120820:0111,0.0,0.0,0.0,22.89,3.38,0.0
20120820:0211,0.0,0.0,0.0,22.35,2.9,0.0
20120820:0311,0.0,0.0,0.0,21.8,2.83,0.0
20120820:0411,0.0,0.0,0.0,21.1,2.41,0.0
20120820:0511,18.83,39.21,6.59,20.55,2.28,0.0
20120820:0611,127.25,191.47,15.47,20.91,2.21,0.0
20120820:0711,289.15,371.87,24.36,20.79,2.9,0.0
20120820:0811,373.31,470.01,32.81,21.53,3.03,0.0
20120820:0911,548.99,697.61,40.26,22.55,2.9,0.0
20120820:1011,607.4,782.99,45.92,23.7,2.83,0.0
20120820:1111,665.43,865.99,48.89,24.7,3.1,0.0
20120820:1211,683.52,887.89,48.5,25.3,3.66,0.0
20120820:1311,385.09,491.12,44.86,25.24,4.41,0.0
20120820:1411,472.65,596.57,38.72,24.56,4.83,0.0
20120820:1511,193.61,253.38,30.99,23.66,4.62,0.0
20120820:1611,107.77,149.59,22.39,22.46,4.14,0.0
20120820:1711,83.03,128.31,13.47,21.38,3.52,0.0
20120820:1811,10.82,25.44,4.64,20.37,3.1,0.0
20120820:1911,0.0,0.0,0.0,18.95,2.83,0.0
20120820:2011,0.0,0.0,0.0,18.14,2.34,0.0
20120820:2111,0.0,0.0,0.0,17.57,2.0,0.0
20120820:2211,0.0,0.0,0.0,17.0,1.59,0.0
20120820:2311,0.0,0.0,0.0,16.08,1.24,0.0
20120821:0011,0.0,0.0,0.0,15.64,1.17,0.0
20120821:0111,0.0,0.0,0.0,15.03,1.38,0.0
20120821:0211,0.0,0.0,0.0,14.95,1.31,0.0
20120821:0311,0.0,0.0,0.0,15.12,1.03,0.0
20120821:0411,0.0,0.0,0.0,15.03,0.9,0.0
20120821:0511,15.41,32.1,6.36,15.13,0.69,0.0
20120821:0611,88.5,127.07,15.25,15.88,0.48,0.0
20120821:0711,159.57,209.12,24.13,17.61,1.59,0.0
20120821:0811,332.84,418.34,32.57,18.44,1.45,0.0
20120821:0911,276.73,351.3,39.99,19.31,1.66,0.0
20120821:1011,252.44,323.75,45.63,20.55,1.93,0.0
20120821:1111,406.45,517.79,48.57,21.39,1.86,0.0
20120821:1211,380.36,486.6,48.17,22.04,1.72,0.0
20120821:1311,427.63,547.72,44.53,22.74,1.86,0.0
20120821:1411,256.58,332.8,38.4,23.3,1.66,0.0
20120821:1511,333.79,431.1,30.68,23.69,1.31,0.0
20120821:1611,208.29,279.62,22.09,23.7,1.03,0.0
20120821:1711,53.84,85.21,13.17,23.35,1.17,0.0
20120821:1811,1.04,8.48,4.34,22.2,1.17,0.0
20120821:1911,0.0,0.0,0.0,20.33,0.21,0.0
20120821:2011,0.0,0.0,0.0,19.73,1.31,0.0
20120821:2111,0.0,0.0,0.0,19.37,1.66,0.0
20120821:2211,0.0,0.0,0.0,18.85,2.07,0.0
20120821:2311,0.0,0.0,0.0,18.55,2.48,0.0
20120822:0011,0.0,0.0,0.0,18.3,3.24,0.0
20120822:0111,0.0,0.0,0.0,17.63,3.79,0.0
20120822:0211,0.0,0.0,0.0,17.01,3.59,0.0
20120822:0311,0.0,0.0,0.0,16.71,3.31,0.0
20120822:0411,0.0,0.0,0.0,16.72,3.66,0.0
20120822:0511,15.9,33.03,6.14,16.16,3.72,0.0
20120822:0611,111.52,160.3,15.03,16.52,4.41,0.0
20120822:0711,321.46,402.07,23.9,16.77,4.97,0.0
20120822:0811,434.51,531.09,32.33,17.6,4.69,0.0
20120822:0911,426.66,523.97,39.72,18.49,4.83,0.0
20120822:1011,669.72,829.41,45.33,19.37,5.31,0.0
20120822:1111,519.87,642.02,48.24,19.93,5.66,0.0
20120822:1211,680.9,842.68,47.83,20.2,6.41,0.0
20120822:1311,612.59,753.56,44.19,19.89,6.34,0.0
20120822:1411,366.53,452.16,38.08,19.84,6.28,0.0
20120822:1511,224.12,283.83,30.37,19.51,6.0,0.0
20120822:1611,188.89,245.46,21.79,18.9,5.59,0.0
20120822:1711,59.84,91.49,12.87,18.19,4.9,0.0
20120822:1811,1.97,10.36,4.04,17.61,4.55,0.0
20120822:1911,0.0,0.0,0.0,17.11,4.07,0.0
20120822:2011,0.0,0.0,0.0,16.68,4.07,0.0
20120822:2111,0.0,0.0,0.0,16.31,4.0,0.0
20120822:2211,0.0,0.0,0.0,15.95,4.07,0.0
20120822:2311,0.0,0.0,0.0,15.79,4.14,0.0
20120823:0011,0.0,0.0,0.0,15.49,4.07,0.0
20120823:0111,0.0,0.0,0.0,15.31,4.0,0.0
20120823:0211,0.0,0.0,0.0,15.15,3.93,0.0
20120823:0311,0.0,0.0,0.0,14.84,3.86,0.0
20120823:0411,0.0,0.0,0.0,14.78,3.86,0.0
20120823:0511,14.89,33.91,5.9,14.68,3.79,0.0
20120823:0611,122.69,178.61,14.8,15.29,3.45,0.0
20120823:0711,220.73,280.14,23.67,16.41,3.45,0.0
20120823:0811,419.11,513.22,32.08,17.17,4.0,0.0
20120823:0911,347.8,429.95,39.45,18.05,4.0,0.0
20120823:1011,58.82,88.08,45.03,18.96,4.07,0.0
20120823:1111,499.69,620.84,47.91,19.5,4.14,0.0
20120823:1211,312.94,392.61,47.48,19.95,4.21,0.0
20120823:1311,296.91,373.01,43.85,20.15,4.41,0.0
20120823:1411,229.15,291.89,37.75,20.06,4.21,0.0
20120823:1511,315.49,394.81,30.05,19.91,3.93,0.0
20120823:1611,224.23,292.21,21.48,19.46,3.38,0.0
20120823:1711,67.29,103.66,12.56,18.82,2.48,0.0
20120823:1811,5.58,16.96,3.73,17.98,1.72,0.0
20120823:1911,0.0,0.0,0.0,16.81,1.24,0.0
20120823:2011,0.0,0.0,0.0,15.51,1.17,0.0
20120823:2111,0.0,0.0,0.0,15.18,1.03,0.0
20120823:2211,0.0,0.0,0.0,14.13,1.24,0.0
20120823:2311,0.0,0.0,0.0,13.07,1.66,0.0
20120824:0011,0.0,0.0,0.0,12.65,1.93,0.0
20120824:0111,0.0,0.0,0.0,12.35,1.86,0.0
20120824:0211,0.0,0.0,0.0,12.66,1.79,0.0
20120824:0311,0.0,0.0,0.0,13.11,1.72,0.0
20120824:0411,0.0,0.0,0.0,13.35,1.59,0.0
20120824:0511,12.36,27.5,5.67,13.48,1.79,0.0
20120824:0611,21.42,39.69,14.57,14.36,1.86,0.0
20120824:0711,19.11,36.78,23.44,15.85,2.14,0.0
20120824:0811,172.13,222.22,31.83,16.78,1.93,0.0
20120824:0911,390.04,488.36,39.18,17.71,1.38,0.0
20120824:1011,261.28,331.67,44.72,18.17,1.45,0.0
20120824:1111,676.6,874.94,47.58,18.6,1.45,0.0
20120824:1211,474.49,598.68,47.14,18.65,1.66,0.0
20120824:1311,287.48,364.18,43.51,19.3,1.93,0.0
20120824:1411,154.35,204.0,37.42,19.66,1.93,0.0
20120824:1511,111.21,152.27,29.73,19.8,1.93,0.0
20120824:1611,44.44,70.66,21.17,19.97,1.72,0.0
20120824:1711,46.84,74.89,12.25,19.83,1.31,0.0
20120824:1811,2.9,12.25,3.41,19.27,1.31,0.0
20120824:1911,0.0,0.0,0.0,17.79,2.14,0.0
20120824:2011,0.0,0.0,0.0,17.23,2.41,0.0
20120824:2111,0.0,0.0,0.0,16.7,2.76,0.0
20120824:2211,0.0,0.0,0.0,16.5,3.03,0.0
20120824:2311,0.0,0.0,0.0,16.51,3.1,0.0
20120825:0011,0.0,0.0,0.0,16.45,3.1,0.0
20120825:0111,0.0,0.0,0.0,16.01,3.24,0.0
20120825:0211,0.0,0.0,0.0,15.26,3.17,0.0
20120825:0311,0.0,0.0,0.0,15.06,3.24,0.0
20120825:0411,0.0,0.0,0.0,15.13,3.38,0.0
20120825:0511,11.97,28.16,5.44,15.3,3.59,0.0
20120825:0611,77.56,112.41,14.34,15.62,3.45,0.0
20120825:0711,191.5,244.0,23.2,16.37,5.66,0.0
20120825:0811,223.36,279.89,31.58,16.78,5.17,0.0
20120825:0911,74.7,106.47,38.91,17.18,6.0,0.0
20120825:1011,373.79,459.88,44.41,18.09,5.1,0.0
20120825:1111,480.93,593.95,47.24,19.37,4.97,0.0
20120825:1211,76.74,110.34,46.79,20.13,4.9,0.0
20120825:1311,662.01,827.82,43.16,20.51,4.55,0.0
20120825:1411,142.37,187.18,37.08,18.14,5.1,0.0
